策略名称,回测开始,回测结束,本金,回测耗时,策略收益,策略年化收益,超额收益,基准收益,阿尔法,贝塔,夏普比率,胜率,盈亏比,最大回撤,索提诺比率,日均超额收益,超额收益最大回撤,超额收益夏普比率,日胜率,盈利次数,亏损次数,信息比率,策略波动率,基准波动率,最大回撤区间,综合分,夏普分,回撤分,信息比率分,年化分,胜率分,盈亏比分,交易次数分,阿尔法分,索提诺分,下单时段分,打分细节
2022_origin_py/11.林奇PEG选股轮动，十年20倍，有止损模块,2023/9/1,2026/2/21,200000,00分26秒,7.73%,3.18%,-12.96%,23.77%,-0.042,0.629,-0.047,0.591,1.377,15.54%,-0.052,-0.02%,27.79%,-0.644,0.497,110,76,-0.41,0.175,0.176,"2024/12/12,2025/05/30",31.0,0,78,12,18,82,45,88,24,0,0,夏普:0 回撤:78 信息比率:12 年化:18 胜率:82 盈亏比:45 交易次数:88 阿尔法:24 索提诺:0 下单时段:0
2024_2_origin_py/57.别人恐惧我贪婪3——年化20%的股债组合,2023/9/1,2026/2/21,200000,00分11秒,7.63%,3.14%,-13.04%,23.77%,-0.012,0.058,-0.133,1,13685.3,4.60%,-0.115,-0.02%,29.51%,-0.548,0.492,3,0,-0.351,0.065,0.176,"2024/11/21,2024/11/26",42.6,0,100,13,18,40,100,20,25,0,100,夏普:0 回撤:100 信息比率:13 年化:18 胜率:40 盈亏比:100 交易次数:20 阿尔法:25 索提诺:0 下单时段:100
2022_origin_py/48.买不到710亿爆款基金怎么办？自己做一个量化价值成长策略吧,2023/9/1,2026/2/21,200000,00分23秒,7.18%,2.96%,-13.41%,23.77%,-0.052,0.776,-0.063,0.382,0.912,22.56%,-0.095,-0.02%,28.59%,-0.964,0.462,29,47,-0.627,0.166,0.176,"2024/03/18,2024/09/13",31.5,0,65,7,18,30,20,60,24,0,100,夏普:0 回撤:65 信息比率:7 年化:18 胜率:30 盈亏比:20 交易次数:60 阿尔法:24 索提诺:0 下单时段:100
2025_origin_py/59追板策略，今年收益已翻倍，低操作低回撤高收益可实盘,2023/9/1,2026/2/21,200000,32分06秒,5.20%,2.15%,-15.00%,23.77%,-0.038,0.359,-0.037,0.505,1.036,74.46%,-0.056,0.02%,80.26%,-0.211,0.492,102,100,-0.144,0.494,0.176,"2024/06/06,2025/12/05",28.0,0,5,17,17,72,45,92,24,0,100,夏普:0 回撤:5 信息比率:17 年化:17 胜率:72 盈亏比:45 交易次数:92 阿尔法:24 索提诺:0 下单时段:100
2022_origin_py/38.【期货策略】钢厂利润模型-螺纹钢铁矿石焦炭套利,2023/9/1,2026/2/21,200000,00分14秒,4.92%,2.04%,1.39%,3.48%,-0.038,-0.732,-0.517,0.593,1.494,5.08%,-0.741,0.00%,5.85%,-0.897,0.491,16,11,0.155,0.038,0.002,"2024/08/28,2025/01/27",43.9,0,97,28,17,82,45,30,24,0,100,夏普:0 回撤:97 信息比率:28 年化:17 胜率:82 盈亏比:45 交易次数:30 阿尔法:24 索提诺:0 下单时段:100
2024_2_origin_py/78.ffscore选股加rsrs择时,2023/9/1,2026/2/21,200000,00分43秒,3.97%,1.65%,-16.00%,23.77%,-0.069,0.851,-0.117,0.451,1.105,28.61%,-0.149,-0.03%,31.92%,-0.816,0.501,74,90,-0.568,0.2,0.176,"2023/09/01,2025/05/27",34.7,0,55,9,17,60,45,88,23,0,100,夏普:0 回撤:55 信息比率:9 年化:17 胜率:60 盈亏比:45 交易次数:88 阿尔法:23 索提诺:0 下单时段:100
2022_origin_py/85.年化20%+的极简指数增强，受RSRS和LLT启发,2023/9/1,2026/2/21,200000,,1.44%,0.60%,-18.04%,23.77%,-0.045,0.207,-0.296,0.4,1.081,17.71%,-0.352,-0.03%,28.84%,-0.684,0.474,30,45,-0.496,0.115,0.176,"2023/09/04,2024/08/28",35.6,0,78,10,16,30,45,60,24,0,100,夏普:0 回撤:78 信息比率:10 年化:16 胜率:30 盈亏比:45 交易次数:60 阿尔法:24 索提诺:0 下单时段:100
2024_1_origin_py/27.根据大小盘相对强弱选择合适的板块股票进行交易,2023/9/1,2026/2/21,200000,01分15秒,1.21%,0.51%,-28.14%,40.84%,-0.114,0.686,-0.149,0.535,1.035,44.73%,-0.145,-0.05%,49.78%,-0.866,0.514,114,99,-0.763,0.234,0.209,"2024/01/02,2025/01/03",30.6,0,30,5,16,72,45,92,22,0,100,夏普:0 回撤:30 信息比率:5 年化:16 胜率:72 盈亏比:45 交易次数:92 阿尔法:22 索提诺:0 下单时段:100
2022_origin_py/80.小盘价值股策略2.01，年化131%，回撤8.8%,2023/9/1,2026/2/21,200000,01分15秒,0.83%,0.35%,-18.53%,23.77%,-0.037,0.014,-7.757,0.638,4.609,0.37%,-9.54,-0.03%,33.37%,-0.709,0.487,37,21,-0.52,0.005,0.176,"2024/04/02,2024/09/18",47.1,0,100,10,15,88,100,60,24,0,100,夏普:0 回撤:100 信息比率:10 年化:15 胜率:88 盈亏比:100 交易次数:60 阿尔法:24 索提诺:0 下单时段:100
2024_2_origin_py/61.简单ETF策略，年化97%,2023/9/1,2026/2/21,200000,02分08秒,0.26%,0.11%,-23.11%,30.38%,-0.075,0.46,-0.23,0.333,1.043,21.65%,-0.314,-0.04%,33.01%,-0.816,0.467,5,10,-0.66,0.17,0.181,"2023/09/04,2024/09/11",30.9,0,65,7,15,30,45,20,23,0,100,夏普:0 回撤:65 信息比率:7 年化:15 胜率:30 盈亏比:45 交易次数:20 阿尔法:23 索提诺:0 下单时段:100
2024_2_origin_py/47.别人恐惧我贪婪——重视大盘择时,2023/9/1,2026/2/21,200000,00分28秒,-0.32%,-0.13%,-19.46%,23.77%,-0.042,0.022,-1.333,0.5,0.988,2.53%,-0.427,-0.03%,34.26%,-0.729,0.487,21,21,-0.544,0.031,0.176,"2025/01/24,2025/02/05",39.3,0,100,9,15,60,20,45,24,0,100,夏普:0 回撤:100 信息比率:9 年化:15 胜率:60 盈亏比:20 交易次数:45 阿尔法:24 索提诺:0 下单时段:100
2024_1_origin_py/10.多因子宽基ETF择时轮动改进版-高收益大资金低回撤,2023/9/1,2026/2/21,200000,00分26秒,-0.77%,-0.33%,-36.31%,55.81%,-0.092,0.299,-0.251,0.363,1.018,17.40%,-0.463,-0.06%,48.97%,-0.808,0.506,45,79,-0.775,0.172,0.324,"2023/09/22,2024/09/04",25.7,0,78,4,15,30,45,82,23,0,0,夏普:0 回撤:78 信息比率:4 年化:15 胜率:30 盈亏比:45 交易次数:82 阿尔法:23 索提诺:0 下单时段:0
2024_2_origin_py/41.手把手教你“机器学习-动态多因子选股”(附保姆级教程),2023/9/1,2026/2/21,200000,04分24秒,-0.78%,-0.33%,-24.16%,30.84%,-0.125,1.027,-0.218,0.455,0.108,23.60%,-0.325,-0.04%,25.62%,-1.375,0.464,15,18,-1.126,0.198,0.161,"2023/09/04,2024/09/13",30.4,0,65,0,15,60,0,45,22,0,100,夏普:0 回撤:65 信息比率:0 年化:15 胜率:60 盈亏比:0 交易次数:45 阿尔法:22 索提诺:0 下单时段:100
2022_origin_py/39.个股择时有效？因子选股+双均线择时效果初步尝试,2023/9/1,2026/2/21,200000,12分44秒,-0.95%,-0.40%,-23.33%,29.19%,-0.072,0.378,-0.431,0.358,1.11,9.29%,-0.457,-0.04%,35.52%,-1.069,0.518,303,544,-0.855,0.102,0.187,"2023/09/04,2024/09/13",39.7,0,97,3,15,30,45,100,23,0,100,夏普:0 回撤:97 信息比率:3 年化:15 胜率:30 盈亏比:45 交易次数:100 阿尔法:23 索提诺:0 下单时段:100
2024_2_origin_py/18.动量ETF轮动-RSRS择时-卡尔曼滤波,2023/9/1,2026/2/21,200000,,-3.76%,-1.60%,-38.23%,55.81%,-0.192,0.825,-0.177,0.348,0.997,40.29%,-0.28,-0.07%,43.74%,-1.241,0.474,24,45,-1.237,0.316,0.324,"2023/09/04,2024/09/10",13.7,0,30,0,14,30,20,60,20,0,0,夏普:0 回撤:30 信息比率:0 年化:14 胜率:30 盈亏比:20 交易次数:60 阿尔法:20 索提诺:0 下单时段:0
2022_origin_py/55.【策略研发】三进兵策略（变形版）,2023/9/1,2026/2/21,200000,,-5.48%,-2.34%,-23.63%,23.77%,-0.077,0.253,-0.772,0.22,0.798,12.86%,-0.807,-0.04%,35.73%,-0.992,0.479,13,46,-0.79,0.082,0.176,"2024/10/08,2025/08/11",34.8,0,88,4,14,30,20,60,23,0,100,夏普:0 回撤:88 信息比率:4 年化:14 胜率:30 盈亏比:20 交易次数:60 阿尔法:23 索提诺:0 下单时段:100
2024_2_origin_py/2.ETF动量轮动RSRS择时-魔改3小优化,2023/9/1,2026/2/21,200000,00分22秒,-5.53%,-2.36%,-23.67%,23.77%,-0.14,1.417,-0.201,0.343,0.977,40.27%,-0.318,-0.04%,33.22%,-0.719,0.439,23,44,-0.562,0.317,0.176,"2023/09/04,2024/09/10",14.9,0,30,9,14,30,20,60,22,0,0,夏普:0 回撤:30 信息比率:9 年化:14 胜率:30 盈亏比:20 交易次数:60 阿尔法:22 索提诺:0 下单时段:0
2025_origin_py/36快过年了。不想呆在小市值的，可以拿这个策略躲一躲,2023/9/1,2026/2/21,200000,00分21秒,-7.25%,-3.11%,-40.47%,55.81%,-0.122,0.307,-0.414,0.362,0.943,18.16%,-0.719,-0.07%,51.64%,-0.908,0.501,42,74,-0.891,0.172,0.324,"2023/09/22,2024/09/102025_origin_py/10.10年52倍，年化59，全新因子方法超稳定",23.6,0,78,2,13,30,20,82,22,0,0,夏普:0 回撤:78 信息比率:2 年化:13 胜率:30 盈亏比:20 交易次数:82 阿尔法:22 索提诺:0 下单时段:0
2022_origin_py/24.龙头低波市值平均轮动策略,2023/9/1,2026/2/21,200000,00分12秒,-7.45%,-3.20%,-25.23%,23.77%,-0.104,0.597,-0.446,0.59,0.972,21.71%,-0.667,-0.04%,34.44%,-1.09,0.462,46,32,-0.886,0.162,0.176,"2024/10/08,2025/02/252022_origin_py/53.【指标研究】MACD日、周、月以及分别级别研究（包含低位二次金叉算法）",34.1,0,65,2,13,82,20,60,22,0,100,夏普:0 回撤:65 信息比率:2 年化:13 胜率:82 盈亏比:20 交易次数:60 阿尔法:22 索提诺:0 下单时段:100
2024_2_origin_py/72.随机森林 - 多因子模型,2023/9/1,2026/2/21,200000,10分54秒,-7.76%,-3.34%,-25.48%,23.77%,-0.106,0.613,-0.42,0.495,0.942,23.07%,-0.551,-0.04%,35.53%,-1.028,0.513,51,52,-0.829,0.175,0.176,"2024/09/30,2025/04/07",33.6,0,65,3,13,60,20,82,22,0,100,夏普:0 回撤:65 信息比率:3 年化:13 胜率:60 盈亏比:20 交易次数:82 阿尔法:22 索提诺:0 下单时段:100
2024_2_origin_py/33.胜率88.9%之君正集团策略-大阳分歧反包,2023/9/1,2026/2/21,200000,108分41秒,-8.15%,-3.51%,-25.79%,23.77%,-0.073,-0.043,-0.253,0.667,0.693,45.09%,-0.141,-0.03%,52.09%,-0.452,0.486,4,2,-0.369,0.297,0.176,"2023/09/01,2024/11/19",28.1,0,30,13,13,92,20,20,23,0,100,夏普:0 回撤:30 信息比率:13 年化:13 胜率:92 盈亏比:20 交易次数:20 阿尔法:23 索提诺:0 下单时段:100
2024_1_origin_py/30.挖掘中国特色的估值体系投资机会，年化150%+,2023/9/1,2026/2/21,200000,02分23秒,-8.95%,-3.86%,-26.44%,23.77%,-0.119,0.748,-0.385,0.35,1.388,20.73%,-0.579,-0.05%,33.37%,-0.995,0.449,7,13,-0.815,0.204,0.176,"2024/05/22,2024/09/13",20.7,0,65,4,13,30,45,30,22,0,0,夏普:0 回撤:65 信息比率:4 年化:13 胜率:30 盈亏比:45 交易次数:30 阿尔法:22 索提诺:0 下单时段:0
2024_2_origin_py/60.ETF动量轮动RSRS择时-v2,2023/9/1,2026/2/21,200000,00分23秒,-11.07%,-4.81%,-42.92%,55.81%,-0.19,0.616,-0.317,0.344,0.971,37.57%,-0.484,-0.08%,49.42%,-1.086,0.503,53,101,-1.101,0.278,0.324,"2024/10/08,2025/06/20",17.5,0,45,0,13,30,20,88,20,0,0,夏普:0 回撤:45 信息比率:0 年化:13 胜率:30 盈亏比:20 交易次数:88 阿尔法:20 索提诺:0 下单时段:0
2022_origin_py/83.穿越十年牛熊：沪深300成分股配合macd的价投择时策略,2023/9/1,2026/2/21,200000,,-14.26%,-6.26%,-30.72%,23.77%,-0.117,0.265,-0.965,0.412,0.662,19.40%,-0.867,-0.06%,40.95%,-1.149,0.471,28,40,-0.972,0.106,0.176,"2024/07/19,2025/04/07",33.4,0,78,1,12,45,20,60,22,0,100,夏普:0 回撤:78 信息比率:1 年化:12 胜率:45 盈亏比:20 交易次数:60 阿尔法:22 索提诺:0 下单时段:100
2024_2_origin_py/21.行业ETF轮动+择时，15年至今年化收益35%，回撤16%,2023/9/1,2026/2/21,200000,01分05秒,-17.70%,-7.86%,-33.50%,23.77%,-0.144,0.466,-0.517,0.548,0.811,35.81%,-0.577,-0.06%,49.35%,-0.844,0.469,40,33,-0.737,0.229,0.176,"2024/03/22,2025/08/13",29.9,0,45,5,11,72,20,60,21,0,100,夏普:0 回撤:45 信息比率:5 年化:11 胜率:72 盈亏比:20 交易次数:60 阿尔法:21 索提诺:0 下单时段:100
2024_2_origin_py/50.ETF动量轮动RSRS择时-V2.1,2023/9/1,2026/2/21,200000,00分22秒,-19.53%,-8.73%,-48.35%,55.81%,-0.226,0.598,-0.466,0.356,0.872,35.17%,-0.677,-0.10%,54.38%,-1.216,0.508,52,94,-1.258,0.273,0.324,"2024/10/08,2026/02/02",17.0,0,45,0,11,30,20,82,19,0,0,夏普:0 回撤:45 信息比率:0 年化:11 胜率:30 盈亏比:20 交易次数:82 阿尔法:19 索提诺:0 下单时段:0
2024_2_origin_py/37.三阳三阴战法,2023/9/1,2026/2/21,200000,313分40秒,-29.40%,-13.61%,-42.96%,23.77%,-0.222,0.857,-0.365,0,0,61.78%,-0.462,-0.05%,67.13%,-0.544,0.516,0,0,-0.5,0.483,0.176,"2023/12/27,2024/08/27",16.9,0,5,10,8,30,0,20,19,0,100,夏普:0 回撤:5 信息比率:10 年化:8 胜率:30 盈亏比:0 交易次数:20 阿尔法:19 索提诺:0 下单时段:100
2024_2_origin_py/77.龙头弱转强战法,2023/9/1,2026/2/21,200000,06分58秒,-31.42%,-14.65%,-44.59%,23.77%,-0.188,0.022,-0.691,0.475,0.862,61.65%,-0.83,-0.08%,73.50%,-0.812,0.476,86,95,-0.751,0.27,0.176,"2024/09/06,2025/09/15",22.7,0,5,5,8,60,20,88,20,0,100,夏普:0 回撤:5 信息比率:5 年化:8 胜率:60 盈亏比:20 交易次数:88 阿尔法:20 索提诺:0 下单时段:100
2025_origin_py/96首版+2版龙虎榜挖掘V2.0，年化1400,2023/9/1,2026/2/21,200000,14分15秒,-67.47%,-37.62%,-73.72%,23.77%,-0.436,0.374,-0.585,0.418,0.944,89.49%,-0.749,-0.12%,92.58%,-0.657,0.499,38,53,-0.655,0.712,0.176,"2024/01/26,2026/02/05",10.2,0,5,7,0,45,20,72,14,0,0,夏普:0 回撤:5 信息比率:7 年化:0 胜率:45 盈亏比:20 交易次数:72 阿尔法:14 索提诺:0 下单时段:0
2024_2_origin_py/8.14个月200%，超短线实盘交易策略！无未来函数,2023/9/1,2026/2/21,200000,84分46秒,-77.16%,-46.23%,-81.54%,23.77%,-0.521,0.341,-1.289,0.481,0.773,81.43%,-1.533,-0.25%,86.88%,-1.364,0.437,165,178,-1.383,0.39,0.176,"2023/12/19,2026/02/11",21.5,0,5,0,0,60,20,100,12,0,100,夏普:0 回撤:5 信息比率:0 年化:0 胜率:60 盈亏比:20 交易次数:100 阿尔法:12 索提诺:0 下单时段:100
2025_origin_py/88WY大神的“龙头打板”策略小改,2023/9/1,2026/2/21,200000,35分37秒,-77.60%,-46.67%,-81.90%,23.77%,-0.533,0.482,-0.879,0,0,87.64%,-1.227,-0.22%,91.05%,-0.956,0.449,0,180,-0.97,0.577,0.176,"2023/12/26,2025/04/08",7.6,0,5,1,0,30,0,88,12,0,0,夏普:0 回撤:5 信息比率:1 年化:0 胜率:30 盈亏比:0 交易次数:88 阿尔法:12 索提诺:0 下单时段:0
2022_origin_py/71.年化42%的市值选股与阶梯调仓策略,2023/9/1,2026/2/21,200000,05分34秒,-77.90%,-46.97%,-82.15%,23.77%,-0.531,0.396,-1.731,0.448,0.776,80.64%,-2.109,-0.27%,85.17%,-1.823,0.464,1614,1985,-1.846,0.295,0.176,"2023/10/16,2026/01/19",10.4,0,5,0,0,45,20,100,12,0,0,夏普:0 回撤:5 信息比率:0 年化:0 胜率:45 盈亏比:20 交易次数:100 阿尔法:12 索提诺:0 下单时段:0
2025_origin_py/2连板龙头策略,2023/9/1,2026/2/21,200000,37分18秒,-84.14%,-53.86%,-87.18%,23.77%,-0.581,0.04,-1.377,0.408,0.683,90.06%,-2.145,-0.30%,92.05%,-1.364,0.413,170,247,-1.397,0.42,0.176,"2023/10/25,2025/07/28",10.4,0,5,0,0,45,20,100,10,0,0,夏普:0 回撤:5 信息比率:0 年化:0 胜率:45 盈亏比:20 交易次数:100 阿尔法:10 索提诺:0 下单时段:0
2025_origin_py/93.234板介入-2023年14倍-无未来,2023/9/1,2026/2/21,200000,33分21秒,-98.62%,-83.49%,-98.89%,23.77%,-0.878,0.054,-0.96,0.431,0.887,99.81%,-1.359,-0.58%,99.86%,-0.96,0.45,75,99,-1.002,0.911,0.176,"2024/01/02,2025/12/25",9.5,0,5,0,0,45,20,88,3,0,0,夏普:0 回撤:5 信息比率:0 年化:0 胜率:45 盈亏比:20 交易次数:88 阿尔法:3 索提诺:0 下单时段:0
